         Index             t      Heatflow            Ts            Tr
           [#]             [s]             [mW]          [°C]          [°C]
             0  0.00000e+000 -9.51421e-002  2.74760e+002  2.75000e+002
             1  1.00000e-004 -9.52296e-002  2.74759e+002  2.74950e+002
             2  2.00000e-004 -9.54755e-002  2.74756e+002  2.74900e+002
             3  3.00000e-004 -9.60327e-002  2.74753e+002  2.74850e+002
             4  4.00000e-004 -9.67244e-002  2.74748e+002  2.74800e+002
             5  5.00000e-004 -9.71900e-002  2.74744e+002  2.74750e+002
             6  6.00000e-004 -9.71196e-002  2.74728e+002  2.74700e+002
             7  7.00000e-004 -9.63950e-002  2.74706e+002  2.74650e+002
             8  8.00000e-004 -9.51082e-002  2.74685e+002  2.74600e+002
             9  9.00000e-004 -9.35312e-002  2.74657e+002  2.74550e+002
            10  1.00000e-003 -9.17472e-002  2.74628e+002  2.74500e+002
            11  1.10000e-003 -8.99887e-002  2.74600e+002  2.74450e+002
            12  1.20000e-003 -8.80717e-002  2.74569e+002  2.74400e+002
            13  1.30000e-003 -8.59506e-002  2.74534e+002  2.74350e+002
            14  1.40000e-003 -8.36293e-002  2.74499e+002  2.74300e+002
            15  1.50000e-003 -8.09822e-002  2.74465e+002  2.74250e+002
            16  1.60000e-003 -7.81398e-002  2.74427e+002  2.74200e+002
            17  1.70000e-003 -7.52482e-002  2.74387e+002  2.74150e+002
            18  1.80000e-003 -7.23327e-002  2.74346e+002  2.74100e+002
            19  1.90000e-003 -6.94694e-002  2.74304e+002  2.74050e+002
            20  2.00000e-003 -6.66323e-002  2.74262e+002  2.74000e+002
            21  2.10000e-003 -6.38380e-002  2.74220e+002  2.73950e+002
            22  2.20000e-003 -6.10095e-002  2.74174e+002  2.73900e+002
            23  2.30000e-003 -5.80852e-002  2.74136e+002  2.73850e+002
            24  2.40000e-003 -5.51932e-002  2.74089e+002  2.73800e+002
            25  2.50000e-003 -5.22817e-002  2.74044e+002  2.73750e+002
            26  2.60000e-003 -4.94005e-002  2.73997e+002  2.73700e+002
            27  2.70000e-003 -4.66011e-002  2.73949e+002  2.73650e+002
            28  2.80000e-003 -4.38906e-002  2.73903e+002  2.73600e+002
            29  2.90000e-003 -4.12919e-002  2.73859e+002  2.73550e+002
            30  3.00000e-003 -3.87220e-002  2.73809e+002  2.73500e+002
            31  3.10000e-003 -3.62491e-002  2.73765e+002  2.73450e+002
            32  3.20000e-003 -3.38036e-002  2.73710e+002  2.73400e+002
            33  3.30000e-003 -3.14071e-002  2.73669e+002  2.73350e+002
            34  3.40000e-003 -2.91184e-002  2.73620e+002  2.73300e+002
            35  3.50000e-003 -2.68690e-002  2.73568e+002  2.73250e+002
            36  3.60000e-003 -2.46773e-002  2.73524e+002  2.73200e+002
            37  3.70000e-003 -2.25387e-002  2.73472e+002  2.73150e+002
            38  3.80000e-003 -2.04992e-002  2.73426e+002  2.73100e+002
            39  3.90000e-003 -1.85778e-002  2.73375e+002  2.73050e+002
            40  4.00000e-003 -1.67737e-002  2.73327e+002  2.73000e+002
