         Index             t      Heatflow            Ts            Tr
           [#]             [s]             [mW]          [°C]          [°C]
             0   0.00000e+00  -1.72266e-03   3.89999e+01   4.00000e+01
             1   1.00000e-04  -1.76185e-03   3.90046e+01   4.00500e+01
             2   2.00000e-04  -1.73267e-03   3.89984e+01   4.01000e+01
             3   3.00000e-04  -1.61966e-03   3.90061e+01   4.01500e+01
             4   4.00000e-04  -1.40233e-03   3.90092e+01   4.02000e+01
             5   5.00000e-04  -1.18221e-03   3.90092e+01   4.02500e+01
             6   6.00000e-04  -9.76847e-04   3.90231e+01   4.03000e+01
             7   7.00000e-04  -8.33141e-04   3.90355e+01   4.03500e+01
             8   8.00000e-04  -7.70084e-04   3.90509e+01   4.04000e+01
             9   9.00000e-04  -7.70084e-04   3.90741e+01   4.04500e+01
            10   1.00000e-03  -8.70473e-04   3.90911e+01   4.05000e+01
            11   1.10000e-03  -1.01467e-03   3.91111e+01   4.05500e+01
            12   1.20000e-03  -1.20813e-03   3.91420e+01   4.06000e+01
            13   1.30000e-03  -1.47105e-03   3.91714e+01   4.06500e+01
            14   1.40000e-03  -1.77027e-03   3.92007e+01   4.07000e+01
            15   1.50000e-03  -2.11290e-03   3.92377e+01   4.07500e+01
            16   1.60000e-03  -2.51890e-03   3.92717e+01   4.08000e+01
            17   1.70000e-03  -2.95541e-03   3.93103e+01   4.08500e+01
            18   1.80000e-03  -3.46345e-03   3.93520e+01   4.09000e+01
            19   1.90000e-03  -4.02636e-03   3.93828e+01   4.09500e+01
            20   2.00000e-03  -4.64935e-03   3.94230e+01   4.10000e+01
            21   2.10000e-03  -5.30556e-03   3.94662e+01   4.10500e+01
            22   2.20000e-03  -6.02978e-03   3.95063e+01   4.11000e+01
            23   2.30000e-03  -6.79970e-03   3.95541e+01   4.11500e+01
            24   2.40000e-03  -7.66153e-03   3.95942e+01   4.12000e+01
            25   2.50000e-03  -8.53537e-03   3.96389e+01   4.12500e+01
            26   2.60000e-03  -9.48167e-03   3.96852e+01   4.13000e+01
            27   2.70000e-03  -1.05098e-02   3.97299e+01   4.13500e+01
            28   2.80000e-03  -1.16123e-02   3.97715e+01   4.14000e+01
            29   2.90000e-03  -1.27269e-02   3.98208e+01   4.14500e+01
            30   3.00000e-03  -1.39269e-02   3.98686e+01   4.15000e+01
            31   3.10000e-03  -1.51504e-02   3.99148e+01   4.15500e+01
            32   3.20000e-03  -1.63725e-02   3.99611e+01   4.16000e+01
            33   3.30000e-03  -1.76241e-02   4.00057e+01   4.16500e+01
            34   3.40000e-03  -1.88991e-02   4.00566e+01   4.17000e+01
            35   3.50000e-03  -2.02052e-02   4.01090e+01   4.17500e+01
            36   3.60000e-03  -2.15434e-02   4.01536e+01   4.18000e+01
            37   3.70000e-03  -2.29049e-02   4.02029e+01   4.18500e+01
            38   3.80000e-03  -2.42845e-02   4.02491e+01   4.19000e+01
            39   3.90000e-03  -2.56049e-02   4.02953e+01   4.19500e+01
            40   4.00000e-03  -2.69153e-02   4.03491e+01   4.20000e+01
            41   4.10000e-03  -2.82373e-02   4.03984e+01   4.20500e+01
            42   4.20000e-03  -2.95047e-02   4.04446e+01   4.21000e+01
            43   4.30000e-03  -3.07471e-02   4.04984e+01   4.21500e+01
            44   4.40000e-03  -3.19598e-02   4.05461e+01   4.22000e+01
            45   4.50000e-03  -3.30936e-02   4.05969e+01   4.22500e+01
            46   4.60000e-03  -3.41879e-02   4.06461e+01   4.23000e+01
            47   4.70000e-03  -3.52623e-02   4.06953e+01   4.23500e+01
            48   4.80000e-03  -3.62898e-02   4.07460e+01   4.24000e+01
            49   4.90000e-03  -3.72796e-02   4.07952e+01   4.24500e+01
            50   5.00000e-03  -3.82438e-02   4.08429e+01   4.25000e+01
            51   5.10000e-03  -3.91836e-02   4.08921e+01   4.25500e+01
            52   5.20000e-03  -4.00785e-02   4.09428e+01   4.26000e+01
            53   5.30000e-03  -4.09549e-02   4.09935e+01   4.26500e+01
            54   5.40000e-03  -4.17903e-02   4.10442e+01   4.27000e+01
            55   5.50000e-03  -4.25882e-02   4.10949e+01   4.27500e+01
            56   5.60000e-03  -4.33080e-02   4.11440e+01   4.28000e+01
            57   5.70000e-03  -4.40029e-02   4.11947e+01   4.28500e+01
            58   5.80000e-03  -4.46553e-02   4.12454e+01   4.29000e+01
            59   5.90000e-03  -4.52737e-02   4.12976e+01   4.29500e+01
            60   6.00000e-03  -4.57977e-02   4.13467e+01   4.30000e+01
            61   6.10000e-03  -4.63141e-02   4.13959e+01   4.30500e+01
            62   6.20000e-03  -4.67830e-02   4.14465e+01   4.31000e+01
            63   6.30000e-03  -4.71971e-02   4.14941e+01   4.31500e+01
            64   6.40000e-03  -4.75705e-02   4.15416e+01   4.32000e+01
            65   6.50000e-03  -4.78834e-02   4.15938e+01   4.32500e+01
            66   6.60000e-03  -4.81375e-02   4.16506e+01   4.33000e+01
            67   6.70000e-03  -4.84334e-02   4.16950e+01   4.33500e+01
            68   6.80000e-03  -4.87122e-02   4.17456e+01   4.34000e+01
