         Index             t      Heatflow            Ts            Tr
           [#]             [s]             [mW]          [°C]          [°C]
             0   0.00000e+00  -4.66626e-02   3.74671e+02   3.75000e+02
             1   1.00000e-03  -4.38274e-02   3.74917e+02   3.75000e+02
             2   2.00000e-03  -3.49574e-02   3.75007e+02   3.75000e+02
             3   3.00000e-03  -2.29897e-02   3.75041e+02   3.75000e+02
             4   4.00000e-03  -1.26567e-02   3.75054e+02   3.75000e+02
             5   5.00000e-03  -5.43475e-03   3.75061e+02   3.75000e+02
             6   6.00000e-03  -4.31036e-04   3.75064e+02   3.75000e+02
             7   7.00000e-03   3.64569e-03   3.75067e+02   3.75000e+02
             8   8.00000e-03   6.45753e-03   3.75067e+02   3.75000e+02
             9   9.00000e-03   7.99063e-03   3.75070e+02   3.75000e+02
            10   1.00000e-02   8.61412e-03   3.75071e+02   3.75000e+02
            11   1.10000e-02   8.68453e-03   3.75072e+02   3.75000e+02
            12   1.20000e-02   8.37222e-03   3.75073e+02   3.75000e+02
            13   1.30000e-02   7.95942e-03   3.75073e+02   3.75000e+02
            14   1.40000e-02   7.57879e-03   3.75074e+02   3.75000e+02
            15   1.50000e-02   7.12022e-03   3.75075e+02   3.75000e+02
            16   1.60000e-02   6.70669e-03   3.75075e+02   3.75000e+02
            17   1.70000e-02   6.26718e-03   3.75075e+02   3.75000e+02
            18   1.80000e-02   5.96538e-03   3.75076e+02   3.75000e+02
            19   1.90000e-02   6.03393e-03   3.75075e+02   3.75000e+02
            20   2.00000e-02   6.01876e-03   3.75076e+02   3.75000e+02
            21   2.10000e-02   5.99463e-03   3.75075e+02   3.75000e+02
            22   2.20000e-02   6.02143e-03   3.75076e+02   3.75000e+02
            23   2.30000e-02   6.04283e-03   3.75076e+02   3.75000e+02
            24   2.40000e-02   5.97586e-03   3.75076e+02   3.75000e+02
            25   2.50000e-02   5.96426e-03   3.75076e+02   3.75000e+02
            26   2.60000e-02   5.70869e-03   3.75076e+02   3.75000e+02
            27   2.70000e-02   5.38705e-03   3.75076e+02   3.75000e+02
            28   2.80000e-02   5.29302e-03   3.75076e+02   3.75000e+02
            29   2.90000e-02   5.14388e-03   3.75075e+02   3.75000e+02
            30   3.00000e-02   5.13646e-03   3.75077e+02   3.75000e+02
            31   3.10000e-02   5.21606e-03   3.75076e+02   3.75000e+02
            32   3.20000e-02   5.30846e-03   3.75077e+02   3.75000e+02
            33   3.30000e-02   5.30527e-03   3.75076e+02   3.75000e+02
            34   3.40000e-02   5.26165e-03   3.75076e+02   3.75000e+02
            35   3.50000e-02   5.37353e-03   3.75076e+02   3.75000e+02
            36   3.60000e-02   5.37337e-03   3.75076e+02   3.75000e+02
            37   3.70000e-02   5.30887e-03   3.75077e+02   3.75000e+02
            38   3.80000e-02   5.04316e-03   3.75078e+02   3.75000e+02
            39   3.90000e-02   5.12373e-03   3.75076e+02   3.75000e+02
            40   4.00000e-02   5.33434e-03   3.75077e+02   3.75000e+02
            41   4.10000e-02   5.25870e-03   3.75077e+02   3.75000e+02
            42   4.20000e-02   5.19314e-03   3.75077e+02   3.75000e+02
            43   4.30000e-02   5.14178e-03   3.75076e+02   3.75000e+02
            44   4.40000e-02   5.08093e-03   3.75077e+02   3.75000e+02
            45   4.50000e-02   5.10876e-03   3.75077e+02   3.75000e+02
            46   4.60000e-02   5.12924e-03   3.75077e+02   3.75000e+02
            47   4.70000e-02   5.38003e-03   3.75077e+02   3.75000e+02
            48   4.80000e-02   5.33781e-03   3.75077e+02   3.75000e+02
            49   4.90000e-02   5.08878e-03   3.75078e+02   3.75000e+02
            50   5.00000e-02   4.85020e-03   3.75078e+02   3.75000e+02
