         Index             t      Heatflow            Ts            Tr
           [#]             [s]             [mW]          [°C]          [°C]
             0   0.00000e+00  -1.43336e-01   3.74644e+02   3.75000e+02
             1   1.00000e-03  -1.32133e-01   3.74890e+02   3.75000e+02
             2   2.00000e-03  -1.05556e-01   3.74980e+02   3.75000e+02
             3   3.00000e-03  -7.92790e-02   3.75013e+02   3.75000e+02
             4   4.00000e-03  -6.26461e-02   3.75026e+02   3.75000e+02
             5   5.00000e-03  -5.41529e-02   3.75033e+02   3.75000e+02
             6   6.00000e-03  -5.05951e-02   3.75036e+02   3.75000e+02
             7   7.00000e-03  -4.97145e-02   3.75039e+02   3.75000e+02
             8   8.00000e-03  -5.02239e-02   3.75042e+02   3.75000e+02
             9   9.00000e-03  -5.09927e-02   3.75042e+02   3.75000e+02
            10   1.00000e-02  -5.21393e-02   3.75043e+02   3.75000e+02
            11   1.10000e-02  -5.29173e-02   3.75045e+02   3.75000e+02
            12   1.20000e-02  -5.29333e-02   3.75045e+02   3.75000e+02
            13   1.30000e-02  -5.30807e-02   3.75045e+02   3.75000e+02
            14   1.40000e-02  -5.35064e-02   3.75046e+02   3.75000e+02
            15   1.50000e-02  -5.36994e-02   3.75047e+02   3.75000e+02
            16   1.60000e-02  -5.39241e-02   3.75047e+02   3.75000e+02
            17   1.70000e-02  -5.42971e-02   3.75047e+02   3.75000e+02
            18   1.80000e-02  -5.44831e-02   3.75048e+02   3.75000e+02
            19   1.90000e-02  -5.45953e-02   3.75048e+02   3.75000e+02
            20   2.00000e-02  -5.45193e-02   3.75048e+02   3.75000e+02
            21   2.10000e-02  -5.43854e-02   3.75048e+02   3.75000e+02
            22   2.20000e-02  -5.44356e-02   3.75048e+02   3.75000e+02
            23   2.30000e-02  -5.45915e-02   3.75048e+02   3.75000e+02
            24   2.40000e-02  -5.46220e-02   3.75049e+02   3.75000e+02
            25   2.50000e-02  -5.47859e-02   3.75048e+02   3.75000e+02
            26   2.60000e-02  -5.54404e-02   3.75048e+02   3.75000e+02
            27   2.70000e-02  -5.54593e-02   3.75049e+02   3.75000e+02
            28   2.80000e-02  -5.50925e-02   3.75049e+02   3.75000e+02
            29   2.90000e-02  -5.53232e-02   3.75049e+02   3.75000e+02
            30   3.00000e-02  -5.55602e-02   3.75048e+02   3.75000e+02
            31   3.10000e-02  -5.55645e-02   3.75049e+02   3.75000e+02
            32   3.20000e-02  -5.54941e-02   3.75049e+02   3.75000e+02
            33   3.30000e-02  -5.53891e-02   3.75049e+02   3.75000e+02
            34   3.40000e-02  -5.55861e-02   3.75049e+02   3.75000e+02
            35   3.50000e-02  -5.54938e-02   3.75049e+02   3.75000e+02
            36   3.60000e-02  -5.55208e-02   3.75049e+02   3.75000e+02
            37   3.70000e-02  -5.55411e-02   3.75048e+02   3.75000e+02
            38   3.80000e-02  -5.54770e-02   3.75049e+02   3.75000e+02
            39   3.90000e-02  -5.54598e-02   3.75049e+02   3.75000e+02
            40   4.00000e-02  -5.54353e-02   3.75049e+02   3.75000e+02
            41   4.10000e-02  -5.54261e-02   3.75048e+02   3.75000e+02
            42   4.20000e-02  -5.53990e-02   3.75048e+02   3.75000e+02
            43   4.30000e-02  -5.54063e-02   3.75050e+02   3.75000e+02
            44   4.40000e-02  -5.53314e-02   3.75050e+02   3.75000e+02
            45   4.50000e-02  -5.54725e-02   3.75050e+02   3.75000e+02
            46   4.60000e-02  -5.54076e-02   3.75049e+02   3.75000e+02
            47   4.70000e-02  -5.53589e-02   3.75050e+02   3.75000e+02
            48   4.80000e-02  -5.54236e-02   3.75049e+02   3.75000e+02
            49   4.90000e-02  -5.56168e-02   3.75049e+02   3.75000e+02
            50   5.00000e-02  -5.55270e-02   3.75051e+02   3.75000e+02
            51   5.10000e-02  -5.55101e-02   3.75050e+02   3.75000e+02
            52   5.20000e-02  -5.55712e-02   3.75050e+02   3.75000e+02
            53   5.30000e-02  -5.57596e-02   3.75050e+02   3.75000e+02
            54   5.40000e-02  -5.52978e-02   3.75049e+02   3.75000e+02
            55   5.50000e-02  -5.51773e-02   3.75050e+02   3.75000e+02
            56   5.60000e-02  -5.54606e-02   3.75050e+02   3.75000e+02
            57   5.70000e-02  -5.55890e-02   3.75050e+02   3.75000e+02
            58   5.80000e-02  -5.51416e-02   3.75050e+02   3.75000e+02
            59   5.90000e-02  -5.52855e-02   3.75051e+02   3.75000e+02
            60   6.00000e-02  -5.56626e-02   3.75051e+02   3.75000e+02
            61   6.10000e-02  -5.56969e-02   3.75050e+02   3.75000e+02
            62   6.20000e-02  -5.54358e-02   3.75050e+02   3.75000e+02
            63   6.30000e-02  -5.53830e-02   3.75050e+02   3.75000e+02
            64   6.40000e-02  -5.57653e-02   3.75051e+02   3.75000e+02
            65   6.50000e-02  -5.54002e-02   3.75050e+02   3.75000e+02
            66   6.60000e-02  -5.53567e-02   3.75051e+02   3.75000e+02
            67   6.70000e-02  -5.56574e-02   3.75051e+02   3.75000e+02
            68   6.80000e-02  -5.52750e-02   3.75051e+02   3.75000e+02
            69   6.90000e-02  -5.52098e-02   3.75051e+02   3.75000e+02
            70   7.00000e-02  -5.50764e-02   3.75051e+02   3.75000e+02
            71   7.10000e-02  -5.53068e-02   3.75052e+02   3.75000e+02
            72   7.20000e-02  -5.53695e-02   3.75051e+02   3.75000e+02
            73   7.30000e-02  -5.52694e-02   3.75050e+02   3.75000e+02
